company,old_snapshot,new_snapshot,type,tier,detail,old_value,new_value
Hightouch,2026-05-05,2026-05-13,tier_removed,basic reverse etl,Tier 'basic reverse etl' was removed,0,N/A
Hootsuite,2026-05-05,2026-05-13,ai_feature_added,advanced,"AI features added: Blue Silk AI summaries, AI caption enhancements (OwlyWriter), AI forecasting","['AI assistant (OwlyGPT)', 'AI caption enhancements', 'AI content and ideas generator', 'AI hashtag suggestions']","['Blue Silk AI summaries', 'AI hashtag suggestions', 'AI content and ideas generator', 'AI forecasting', 'AI assistant (OwlyGPT)', 'AI caption enhancements (OwlyWriter)']"
Hootsuite,2026-05-05,2026-05-13,ai_feature_removed,advanced,AI features removed: AI caption enhancements,"['AI assistant (OwlyGPT)', 'AI caption enhancements', 'AI content and ideas generator', 'AI hashtag suggestions']","['Blue Silk AI summaries', 'AI hashtag suggestions', 'AI content and ideas generator', 'AI forecasting', 'AI assistant (OwlyGPT)', 'AI caption enhancements (OwlyWriter)']"
Hootsuite,2026-05-05,2026-05-13,ai_feature_added,standard,AI features added: AI caption enhancements (OwlyWriter),"['AI assistant (OwlyGPT)', 'AI caption enhancements', 'AI content and ideas generator', 'AI hashtag suggestions']","['AI assistant (OwlyGPT)', 'AI hashtag suggestions', 'AI content and ideas generator', 'AI caption enhancements (OwlyWriter)']"
Hootsuite,2026-05-05,2026-05-13,ai_feature_removed,standard,AI features removed: AI caption enhancements,"['AI assistant (OwlyGPT)', 'AI caption enhancements', 'AI content and ideas generator', 'AI hashtag suggestions']","['AI assistant (OwlyGPT)', 'AI hashtag suggestions', 'AI content and ideas generator', 'AI caption enhancements (OwlyWriter)']"
Hunter.io,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from hybrid to usage_based,hybrid,usage_based
Hunter.io,2026-05-05,2026-05-13,ai_feature_added,starter,AI features added: AI Assistant in Discover (50 included searches/month),"['50 included AI searches per month', 'AI Writing Assistant', 'AI Assistant in Discover', '150 included proactive suggestions per month']","['AI Assistant in Discover (50 included searches/month)', 'AI Writing Assistant', '150 included proactive suggestions per month']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_removed,starter,"AI features removed: AI Assistant in Discover, 50 included AI searches per month","['50 included AI searches per month', 'AI Writing Assistant', 'AI Assistant in Discover', '150 included proactive suggestions per month']","['AI Assistant in Discover (50 included searches/month)', 'AI Writing Assistant', '150 included proactive suggestions per month']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_added,scale,AI features added: AI Assistant in Discover (300 included searches/month),"['900 included proactive suggestions per month', 'AI Writing Assistant', 'AI Assistant in Discover', '300 included AI searches per month']","['AI Assistant in Discover (300 included searches/month)', '900 included proactive suggestions per month', 'AI Writing Assistant']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_removed,scale,"AI features removed: AI Assistant in Discover, 300 included AI searches per month","['900 included proactive suggestions per month', 'AI Writing Assistant', 'AI Assistant in Discover', '300 included AI searches per month']","['AI Assistant in Discover (300 included searches/month)', '900 included proactive suggestions per month', 'AI Writing Assistant']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_added,free,AI features added: AI Assistant in Discover (10 included searches/month),"['10 included AI searches per month', 'AI Assistant in Discover', '15 included proactive suggestions per month']","['AI Assistant in Discover (10 included searches/month)', '15 included proactive suggestions per month']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_removed,free,"AI features removed: 10 included AI searches per month, AI Assistant in Discover","['10 included AI searches per month', 'AI Assistant in Discover', '15 included proactive suggestions per month']","['AI Assistant in Discover (10 included searches/month)', '15 included proactive suggestions per month']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_added,growth,AI features added: AI Assistant in Discover (150 included searches/month),"['150 included AI searches per month', '450 included proactive suggestions per month', 'AI Writing Assistant', 'AI Assistant in Discover']","['AI Writing Assistant', '450 included proactive suggestions per month', 'AI Assistant in Discover (150 included searches/month)']"
Hunter.io,2026-05-05,2026-05-13,ai_feature_removed,growth,"AI features removed: 150 included AI searches per month, AI Assistant in Discover","['150 included AI searches per month', '450 included proactive suggestions per month', 'AI Writing Assistant', 'AI Assistant in Discover']","['AI Writing Assistant', '450 included proactive suggestions per month', 'AI Assistant in Discover (150 included searches/month)']"
Insightly,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from per_seat to hybrid,per_seat,hybrid
Insightly,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 3 to 9,3,9
Insightly,2026-05-05,2026-05-13,tier_added,support & ticketing enterprise,New tier 'support & ticketing enterprise' added,N/A,99
Insightly,2026-05-05,2026-05-13,tier_added,marketing plus,New tier 'marketing plus' added,N/A,99
Insightly,2026-05-05,2026-05-13,tier_added,support & ticketing professional,New tier 'support & ticketing professional' added,N/A,49
Insightly,2026-05-05,2026-05-13,ai_feature_added,professional,AI features added: Email summaries and replies,['AI Copilot'],"['Email summaries and replies', 'AI Copilot']"
Insightly,2026-05-05,2026-05-13,tier_added,marketing enterprise,New tier 'marketing enterprise' added,N/A,999
Insightly,2026-05-05,2026-05-13,tier_added,support & ticketing plus,New tier 'support & ticketing plus' added,N/A,29
Insightly,2026-05-05,2026-05-13,tier_added,marketing professional,New tier 'marketing professional' added,N/A,499
Insightly,2026-05-05,2026-05-13,ai_feature_added,enterprise,AI features added: Email summaries and replies,['AI Copilot'],"['Email summaries and replies', 'AI Copilot']"
Instantly,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 3 to 6,3,6
Instantly,2026-05-05,2026-05-13,tier_added,supersonic,New tier 'supersonic' added,N/A,97
Instantly,2026-05-05,2026-05-13,tier_added,growth (lead database),New tier 'growth (lead database)' added,N/A,47
Instantly,2026-05-05,2026-05-13,tier_added,hyper credits,New tier 'hyper credits' added,N/A,197
Invoca,2026-05-05,2026-05-13,ai_feature_added,pro,"AI features added: AI-Powered Quality Management (add-on), Signal AI conversation analytics suite (add-on)",[],"['AI-Powered Quality Management (add-on)', 'Signal AI conversation analytics suite (add-on)']"
Invoca,2026-05-05,2026-05-13,ai_feature_added,elite,"AI features added: AI-Powered Quality Management (add-on), PreSense (included), Signal AI conversation analytics suite (add-on)",['PreSense'],"['AI-Powered Quality Management (add-on)', 'PreSense (included)', 'Signal AI conversation analytics suite (add-on)']"
Invoca,2026-05-05,2026-05-13,ai_feature_removed,elite,AI features removed: PreSense,['PreSense'],"['AI-Powered Quality Management (add-on)', 'PreSense (included)', 'Signal AI conversation analytics suite (add-on)']"
Invoca,2026-05-05,2026-05-13,ai_feature_added,enterprise,"AI features added: AI-Powered Quality Management (add-on), Signal AI conversation analytics suite (add-on)",[],"['AI-Powered Quality Management (add-on)', 'Signal AI conversation analytics suite (add-on)']"
Jasper,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 1 to 2,1,2
Jasper,2026-05-05,2026-05-13,tier_added,business,New tier 'business' added,N/A,None
Jasper,2026-05-05,2026-05-13,ai_feature_added,pro,"AI features added: Advanced language models, Marketing Best Practices knowledge layer, Context-aware intelligence, Multi-Modal Company Knowledge, Intuitive agents, AI Image Suite","['Marketing Best Practices AI', 'AI Content Creation', 'Audience Intelligence', 'Brand Voice AI', 'AI Chat', 'Image Upscaling', 'Image Background Removal', 'Knowledge AI', 'Image Generation', 'Plagiarism Checker']","['Advanced language models', 'Marketing Best Practices knowledge layer', 'Context-aware intelligence', 'Multi-Modal Company Knowledge', 'Intuitive agents', 'AI Image Suite']"
Jasper,2026-05-05,2026-05-13,ai_feature_removed,pro,"AI features removed: Marketing Best Practices AI, AI Content Creation, Brand Voice AI, Audience Intelligence, AI Chat, Image Upscaling, Image Background Removal, Knowledge AI, Image Generation, Plagiarism Checker","['Marketing Best Practices AI', 'AI Content Creation', 'Audience Intelligence', 'Brand Voice AI', 'AI Chat', 'Image Upscaling', 'Image Background Removal', 'Knowledge AI', 'Image Generation', 'Plagiarism Checker']","['Advanced language models', 'Marketing Best Practices knowledge layer', 'Context-aware intelligence', 'Multi-Modal Company Knowledge', 'Intuitive agents', 'AI Image Suite']"
Kaspr,2026-05-05,2026-05-13,ai_feature_removed,business,AI features removed: Intent data,['Intent data'],[]
Klaviyo,2026-05-05,2026-05-13,ai_feature_added,free,AI features added: Marketing Agent,"['AI-powered subject line generator', 'Marketing Agent for campaign creation']","['AI-powered subject line generator', 'Marketing Agent']"
Klaviyo,2026-05-05,2026-05-13,ai_feature_removed,free,AI features removed: Marketing Agent for campaign creation,"['AI-powered subject line generator', 'Marketing Agent for campaign creation']","['AI-powered subject line generator', 'Marketing Agent']"
Klenty,2026-05-05,2026-05-13,tier_removed,parallel dialer add-on,Tier 'parallel dialer add-on' was removed,45,N/A
Klenty,2026-05-05,2026-05-13,ai_feature_added,plus,AI features added: Action AI,"['Action AI (Automatic Execution of Next Steps Post-Conversation)', 'AI Battlecards', 'Coaching Summary', 'AI Objection Detection', 'AI Call Scorecard', 'Live Transcription']","['AI Battlecards', 'AI Objection Detection', 'AI Call Scorecard', 'Action AI']"
Klenty,2026-05-05,2026-05-13,ai_feature_removed,plus,"AI features removed: Action AI (Automatic Execution of Next Steps Post-Conversation), Live Transcription, Coaching Summary","['Action AI (Automatic Execution of Next Steps Post-Conversation)', 'AI Battlecards', 'Coaching Summary', 'AI Objection Detection', 'AI Call Scorecard', 'Live Transcription']","['AI Battlecards', 'AI Objection Detection', 'AI Call Scorecard', 'Action AI']"
Klenty,2026-05-05,2026-05-13,tier_added,parallel & power dialer,New tier 'parallel & power dialer' added,N/A,45
Later,2026-05-05,2026-05-13,ai_feature_added,starter,"AI features added: Ideas, Caption Writer","['AI content tools (Caption Writer, Ideas)', '5 AI credits per month']","['Ideas', 'Caption Writer']"
Later,2026-05-05,2026-05-13,ai_feature_removed,starter,"AI features removed: AI content tools (Caption Writer, Ideas), 5 AI credits per month","['AI content tools (Caption Writer, Ideas)', '5 AI credits per month']","['Ideas', 'Caption Writer']"
Later,2026-05-05,2026-05-13,ai_feature_added,scale,"AI features added: Ideas, Caption Writer","['AI content tools (Caption Writer, Ideas)', '100 AI credits per month']","['Ideas', 'Caption Writer']"
Later,2026-05-05,2026-05-13,ai_feature_removed,scale,"AI features removed: AI content tools (Caption Writer, Ideas), 100 AI credits per month","['AI content tools (Caption Writer, Ideas)', '100 AI credits per month']","['Ideas', 'Caption Writer']"
Later,2026-05-05,2026-05-13,ai_feature_added,growth,"AI features added: Ideas, Caption Writer","['AI content tools (Caption Writer, Ideas)', '50 AI credits per month']","['Ideas', 'Caption Writer']"
Later,2026-05-05,2026-05-13,ai_feature_removed,growth,"AI features removed: AI content tools (Caption Writer, Ideas), 50 AI credits per month","['AI content tools (Caption Writer, Ideas)', '50 AI credits per month']","['Ideas', 'Caption Writer']"
LeadIQ,2026-05-05,2026-05-13,ai_feature_removed,enterprise,AI features removed: LeadIQ AI Outbound Message Writer,"['LeadIQ AI Outbound Message Writer', 'LeadIQ AI Account Prospecting']",['LeadIQ AI Account Prospecting']
Lemlist,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from hybrid to per_seat,hybrid,per_seat
Lemlist,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 4 to 2,4,2
Lemlist,2026-05-05,2026-05-13,ai_feature_removed,multichannel expert,"AI features removed: AI agents, AI variables","['AI agents', 'AI variables', 'AI-powered personalization']",['AI-powered personalization']
Lemlist,2026-05-05,2026-05-13,tier_removed,data & lead generation - intent signals,Tier 'data & lead generation - intent signals' was removed,None,N/A
Lemlist,2026-05-05,2026-05-13,tier_removed,data & lead generation - email finder,Tier 'data & lead generation - email finder' was removed,None,N/A
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_added,advanced plus,"AI features added: Account IQ, Lead IQ","['Account IQ & Lead IQ', 'Message Assist']","['Account IQ', 'Message Assist', 'Lead IQ']"
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_removed,advanced plus,AI features removed: Account IQ & Lead IQ,"['Account IQ & Lead IQ', 'Message Assist']","['Account IQ', 'Message Assist', 'Lead IQ']"
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_added,advanced,"AI features added: Account IQ, Lead IQ","['Account IQ & Lead IQ', 'Message Assist']","['Account IQ', 'Message Assist', 'Lead IQ']"
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_removed,advanced,AI features removed: Account IQ & Lead IQ,"['Account IQ & Lead IQ', 'Message Assist']","['Account IQ', 'Message Assist', 'Lead IQ']"
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_added,core,"AI features added: Account IQ, Lead IQ",['Account IQ & Lead IQ'],"['Account IQ', 'Lead IQ']"
LinkedIn Sales Navigator,2026-05-05,2026-05-13,ai_feature_removed,core,AI features removed: Account IQ & Lead IQ,['Account IQ & Lead IQ'],"['Account IQ', 'Lead IQ']"
LogRocket,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 3 to 4,3,4
LogRocket,2026-05-05,2026-05-13,ai_feature_removed,professional,"AI features removed: Issue descriptions, Ask Galileo, Recommended issues, Severity scores","['Issue descriptions', 'Ask Galileo', 'Galileo AI', 'Severity scores', 'Recommended issues']",['Galileo AI']
LogRocket,2026-05-05,2026-05-13,tier_added,enterprise,New tier 'enterprise' added,N/A,None
Loomly,2026-05-05,2026-05-13,ai_feature_added,starter,"AI features added: Post generation (1 per month), Social listening, Reply with AI, AI analytics","['AI Assistant chat', 'Social listening (1 per month)', 'Post generation (4 per month)', 'AI captions']","['Reply with AI', 'Social listening', 'AI analytics', 'AI Assistant chat', 'Post generation (1 per month)', 'AI captions']"
Loomly,2026-05-05,2026-05-13,ai_feature_removed,starter,"AI features removed: Social listening (1 per month), Post generation (4 per month)","['AI Assistant chat', 'Social listening (1 per month)', 'Post generation (4 per month)', 'AI captions']","['Reply with AI', 'Social listening', 'AI analytics', 'AI Assistant chat', 'Post generation (1 per month)', 'AI captions']"
Loomly,2026-05-05,2026-05-13,ai_feature_added,beyond,"AI features added: Social listening, Post generation (4 per month)","['Reply with AI', 'Post generation (unlimited)', 'Social listening (unlimited)', 'AI analytics', 'AI Assistant chat', 'AI captions']","['Reply with AI', 'Social listening', 'AI analytics', 'AI Assistant chat', 'AI captions', 'Post generation (4 per month)']"
Loomly,2026-05-05,2026-05-13,ai_feature_removed,beyond,"AI features removed: Social listening (unlimited), Post generation (unlimited)","['Reply with AI', 'Post generation (unlimited)', 'Social listening (unlimited)', 'AI analytics', 'AI Assistant chat', 'AI captions']","['Reply with AI', 'Social listening', 'AI analytics', 'AI Assistant chat', 'AI captions', 'Post generation (4 per month)']"
Lucky Orange,2026-05-05,2026-05-13,price_increase,scale,Price increase from $839 to $1049 (+25.0%),839,1049
Lucky Orange,2026-05-05,2026-05-13,ai_feature_added,scale,AI features added: Discovery AI,[],['Discovery AI']
Lucky Orange,2026-05-05,2026-05-13,price_increase,build,Price increase from $32 to $39 (+21.9%),32,39
Lucky Orange,2026-05-05,2026-05-13,ai_feature_added,build,AI features added: Discovery AI,[],['Discovery AI']
Lucky Orange,2026-05-05,2026-05-13,price_increase,grow,Price increase from $72 to $90 (+25.0%),72,90
Lucky Orange,2026-05-05,2026-05-13,ai_feature_added,grow,AI features added: Discovery AI,[],['Discovery AI']
Lucky Orange,2026-05-05,2026-05-13,price_increase,expand,Price increase from $199 to $249 (+25.1%),199,249
Lucky Orange,2026-05-05,2026-05-13,ai_feature_added,expand,AI features added: Discovery AI,[],['Discovery AI']
Lytics,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 2 to 3,2,3
Lytics,2026-05-05,2026-05-13,tier_added,enterprise,New tier 'enterprise' added,N/A,None
Lytics,2026-05-05,2026-05-13,ai_feature_added,developer,AI features added: Schema Copilot,[],['Schema Copilot']
Lytics,2026-05-05,2026-05-13,ai_feature_added,growth,AI features added: Webhook Copilot,"['Schema Copilot', 'Custom lookalike modeling']","['Webhook Copilot', 'Schema Copilot', 'Custom lookalike modeling']"
Mailchimp,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from usage_based to hybrid,usage_based,hybrid
Mailshake,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 4 to 3,4,3
Mailshake,2026-05-05,2026-05-13,ai_feature_removed,sales engagement,AI features removed: AI email writing with SHAKESpeare,['AI email writing with SHAKESpeare'],[]
Mailshake,2026-05-05,2026-05-13,ai_feature_removed,email outreach,AI features removed: AI email writing with SHAKESpeare,['AI email writing with SHAKESpeare'],[]
Mailshake,2026-05-05,2026-05-13,tier_removed,agency plan,Tier 'agency plan' was removed,None,N/A
Mailstand,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from usage_based to per_seat,usage_based,per_seat
Mailstand,2026-05-05,2026-05-13,price_increase,professional,Price increase from $35 to $50 (+42.9%),35,50
Mailstand,2026-05-05,2026-05-13,price_increase,business,Price increase from $50 to $95 (+90.0%),50,95
Mailstand,2026-05-05,2026-05-13,tier_added,growth,New tier 'growth' added,N/A,35
Mailstand,2026-05-05,2026-05-13,tier_removed,enterprise,Tier 'enterprise' was removed,95,N/A
MarketMuse,2026-05-05,2026-05-13,ai_feature_removed,strategy,"AI features removed: AI-powered content analysis, Proprietary algorithms for relevance classification","['AI-powered content analysis', 'Proprietary algorithms for relevance classification']",[]
Mixmax,2026-05-05,2026-05-13,ai_feature_removed,engagement copilot,AI features removed: Signal tracking,"['Sequence personalization', 'AI sequence builder', 'Signal tracking', 'Multi-channel campaign generation']","['Sequence personalization', 'AI sequence builder', 'Multi-channel campaign generation']"
Mixmax,2026-05-05,2026-05-13,ai_feature_added,inbox copilot,AI features added: Smart signals,"['Inbox categorization', 'Smart Compose', 'Smart Send']","['Smart signals', 'Smart Compose', 'Smart Send']"
Mixmax,2026-05-05,2026-05-13,ai_feature_removed,inbox copilot,AI features removed: Inbox categorization,"['Inbox categorization', 'Smart Compose', 'Smart Send']","['Smart signals', 'Smart Compose', 'Smart Send']"
Mixmax,2026-05-05,2026-05-13,ai_feature_added,mixmax suite,"AI features added: Meeting prep and summaries, Smart Compose, Smart Send","['Inbox Copilot', 'Engagement Copilot', 'Smart compose', 'AI sequence builder', 'Meeting Copilot', 'Meeting summaries']","['Meeting prep and summaries', 'Inbox Copilot', 'Engagement Copilot', 'AI sequence builder', 'Meeting Copilot', 'Smart Compose', 'Smart Send']"
Mixmax,2026-05-05,2026-05-13,ai_feature_removed,mixmax suite,"AI features removed: Smart compose, Meeting summaries","['Inbox Copilot', 'Engagement Copilot', 'Smart compose', 'AI sequence builder', 'Meeting Copilot', 'Meeting summaries']","['Meeting prep and summaries', 'Inbox Copilot', 'Engagement Copilot', 'AI sequence builder', 'Meeting Copilot', 'Smart Compose', 'Smart Send']"
Mixmax,2026-05-05,2026-05-13,ai_feature_added,meeting copilot,"AI features added: Instant meeting notes, Automatic follow-up generation","['Meeting summaries', 'Follow-up email drafting', 'AI prep doc', 'Meeting transcription']","['Instant meeting notes', 'AI prep doc', 'Automatic follow-up generation']"
Mixmax,2026-05-05,2026-05-13,ai_feature_removed,meeting copilot,"AI features removed: Meeting summaries, Follow-up email drafting, Meeting transcription","['Meeting summaries', 'Follow-up email drafting', 'AI prep doc', 'Meeting transcription']","['Instant meeting notes', 'AI prep doc', 'Automatic follow-up generation']"
Mixpanel,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from freemium to hybrid,freemium,hybrid
Mixpanel,2026-05-05,2026-05-13,ai_feature_removed,enterprise,"AI features removed: Anomaly detection, Root cause analysis","['Anomaly detection', 'Spark AI query builder (300 queries/month)', 'Root cause analysis']",['Spark AI query builder (300 queries/month)']
Mixpanel,2026-05-05,2026-05-13,ai_feature_removed,growth,"AI features removed: Anomaly detection, Root cause analysis","['Anomaly detection', 'Spark AI query builder (60 queries/month)', 'Root cause analysis']",['Spark AI query builder (60 queries/month)']
Monday Sales CRM,2026-05-05,2026-05-13,tier_count_change,N/A,Number of tiers changed from 4 to 3,4,3
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_added,standard,AI features added: Monday AI credits,"['Notetaker hours', 'AI Sidekick (lite)', 'AI email generator', 'AI credits', 'Monday AI']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_removed,standard,"AI features removed: AI credits, Monday AI, AI email generator","['Notetaker hours', 'AI Sidekick (lite)', 'AI email generator', 'AI credits', 'Monday AI']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Monday Sales CRM,2026-05-05,2026-05-13,tier_removed,ultimate,Tier 'ultimate' was removed,None,N/A
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_added,pro,AI features added: Monday AI credits,"['AI credits', 'Monday AI', 'AI Sidekick (lite)', 'Notetaker hours']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_removed,pro,"AI features removed: AI credits, Monday AI","['AI credits', 'Monday AI', 'AI Sidekick (lite)', 'Notetaker hours']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_added,basic,AI features added: Monday AI credits,"['AI credits', 'Monday AI', 'AI Sidekick (lite)', 'Notetaker hours']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Monday Sales CRM,2026-05-05,2026-05-13,ai_feature_removed,basic,"AI features removed: AI credits, Monday AI","['AI credits', 'Monday AI', 'AI Sidekick (lite)', 'Notetaker hours']","['Notetaker hours', 'AI Sidekick (lite)', 'Monday AI credits']"
Moosend,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from usage_based to hybrid,usage_based,hybrid
Moosend,2026-05-05,2026-05-13,tier_removed,email credits,Tier 'email credits' was removed,None,N/A
Moosend,2026-05-05,2026-05-13,ai_feature_added,moosend+,AI features added: Audience Discovery,[],['Audience Discovery']
Moosend,2026-05-05,2026-05-13,tier_added,credits,New tier 'credits' added,N/A,None
Moosend,2026-05-05,2026-05-13,ai_feature_added,pro,AI features added: AI-Engine Product Recommendations,[],['AI-Engine Product Recommendations']
Moz,2026-05-05,2026-05-13,ai_feature_added,large,AI features added: AI Prompt Suggestions,"['AI Prompt Suggestions tracking', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']","['AI Prompt Suggestions', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']"
Moz,2026-05-05,2026-05-13,ai_feature_removed,large,AI features removed: AI Prompt Suggestions tracking,"['AI Prompt Suggestions tracking', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']","['AI Prompt Suggestions', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']"
Moz,2026-05-05,2026-05-13,ai_feature_added,medium,AI features added: AI Prompt Suggestions,"['AI Prompt Suggestions tracking', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']","['AI Prompt Suggestions', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']"
Moz,2026-05-05,2026-05-13,ai_feature_removed,medium,AI features removed: AI Prompt Suggestions tracking,"['AI Prompt Suggestions tracking', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']","['AI Prompt Suggestions', 'Tracked Prompts (GPT & Gemini)', 'AI Visibility Dashboards', 'AI Content Briefs']"
Nimble,2026-05-05,2026-05-13,tier_removed,standard plan,Tier 'standard plan' was removed,29.9,N/A
Nimble,2026-05-05,2026-05-13,tier_added,standard,New tier 'standard' added,N/A,29.9
Omnisend,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from usage_based to hybrid,usage_based,hybrid
Optmyzr,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from unknown to usage_based,unknown,usage_based
Optmyzr,2026-05-05,2026-05-13,ai_feature_added,premium,AI features added: AI-Based Predictions for budget spend analysis,"['AI-Powered Account Insights and Ad Copy Optimization', 'Spend Analysis and AI-Based Predictions', 'AI-Generated Blueprints', 'AI-Generated Performance Summary']","['AI-Based Predictions for budget spend analysis', 'AI-Powered Account Insights and Ad Copy Optimization', 'AI-Generated Blueprints', 'AI-Generated Performance Summary']"
Optmyzr,2026-05-05,2026-05-13,ai_feature_removed,premium,AI features removed: Spend Analysis and AI-Based Predictions,"['AI-Powered Account Insights and Ad Copy Optimization', 'Spend Analysis and AI-Based Predictions', 'AI-Generated Blueprints', 'AI-Generated Performance Summary']","['AI-Based Predictions for budget spend analysis', 'AI-Powered Account Insights and Ad Copy Optimization', 'AI-Generated Blueprints', 'AI-Generated Performance Summary']"
Optmyzr,2026-05-05,2026-05-13,ai_feature_removed,essentials,AI features removed: AI-Powered Account Insights and Ad Copy Optimization,['AI-Powered Account Insights and Ad Copy Optimization'],[]
Otter.ai,2026-05-05,2026-05-13,model_change,N/A,Pricing model changed from hybrid to freemium,hybrid,freemium
Otter.ai,2026-05-05,2026-05-13,ai_feature_added,business,AI features added: AI Chat (200 queries per user),"['Video replay for Zoom and Google Meet', 'Otter Sales Notetaker', 'Automated summaries', 'AI Chat (200 queries/user/month)', 'Custom AI workflows']","['Custom AI workflows', 'AI Chat (200 queries per user)']"
Otter.ai,2026-05-05,2026-05-13,ai_feature_removed,business,"AI features removed: Otter Sales Notetaker, Video replay for Zoom and Google Meet, Automated summaries, AI Chat (200 queries/user/month)","['Video replay for Zoom and Google Meet', 'Otter Sales Notetaker', 'Automated summaries', 'AI Chat (200 queries/user/month)', 'Custom AI workflows']","['Custom AI workflows', 'AI Chat (200 queries per user)']"
Otter.ai,2026-05-05,2026-05-13,ai_feature_added,pro,AI features added: AI Chat (50 queries per user),"['Automated summaries with action items', 'Automated slide capture', 'Advanced AI workflows', 'AI Chat (50 queries/user/month)']","['AI Chat (50 queries per user)', 'Advanced AI workflows']"
Otter.ai,2026-05-05,2026-05-13,ai_feature_removed,pro,"AI features removed: Automated summaries with action items, Automated slide capture, AI Chat (50 queries/user/month)","['Automated summaries with action items', 'Automated slide capture', 'Advanced AI workflows', 'AI Chat (50 queries/user/month)']","['AI Chat (50 queries per user)', 'Advanced AI workflows']"
Otter.ai,2026-05-05,2026-05-13,ai_feature_added,basic,AI features added: AI Chat within and across meetings,"['Automated summaries', 'AI meeting workflows', 'AI Chat', 'Automated transcription']","['AI meeting workflows', 'AI Chat within and across meetings']"
Otter.ai,2026-05-05,2026-05-13,ai_feature_removed,basic,"AI features removed: AI Chat, Automated summaries, Automated transcription","['Automated summaries', 'AI meeting workflows', 'AI Chat', 'Automated transcription']","['AI meeting workflows', 'AI Chat within and across meetings']"
Outreach,2026-05-05,2026-05-13,ai_feature_added,amplify plus,"AI features added: 50,000 AI Credits","['Deal Agent', 'AI Topics & Topic Explorer', 'Live Coaching', 'Sentiment Analysis', 'Real-Time Transcription', 'AI Coach Cards', 'AI Assist', 'AI Summaries', 'Action Item Detection', 'Meeting Prep Agent']","['Deal Agent', 'AI Topics & Topic Explorer', 'Live Coaching', 'Sentiment Analysis', 'Real-Time Transcription', 'AI Coach Cards', 'AI Assist', 'AI Summaries', '50,000 AI Credits', 'Action Item Detection', 'Meeting Prep Agent']"
Outreach,2026-05-05,2026-05-13,ai_feature_added,amplify pro,"AI features added: Full Suite of Agents & AI, 100,000 AI Credits","['AI Assist: Forecasting', 'AI Forecast Projection']","['AI Assist: Forecasting', 'AI Forecast Projection', '100,000 AI Credits', 'Full Suite of Agents & AI']"
